Record Length,2500,Points,-303.99998650E-6,-39.99999911E-3,,Record Length,2500,Points,-303.99998650E-6,79.999998212E-3,
Sample Interval,400.00000467E-9,s,-303.59998345E-6,-39.99999911E-3,,Sample Interval,400.00000467E-9,s,-303.59998345E-6,79.999998212E-3,
Trigger Point,759.999957367,Samples,-303.19998041E-6,-39.99999911E-3,,Trigger Point,759.999957367,Samples,-303.19998041E-6,79.999998212E-3,
,,,-302.79997736E-6,-39.99999911E-3,,,,,-302.79997736E-6,159.99999642E-3,
,,,-302.39997432E-6,-39.99999911E-3,,,,,-302.39997432E-6,79.999998212E-3,
,,,-302.00000037E-6,-39.99999911E-3,,,,,-302.00000037E-6,0.0,
Source,CH1,,-301.59999733E-6,-19.9999996E-3,,Source,CH2,,-301.59999733E-6,79.999998212E-3,
Vertical Units,Volts,,-301.19999428E-6,-39.99999911E-3,,Vertical Units,Volts,,-301.19999428E-6,79.999998212E-3,
Vertical Scale,499.999988824E-3,,-300.79999124E-6,0.0,,Vertical Scale,2.0000000,,-300.79999124E-6,79.999998212E-3,
Vertical Offset,0,,-300.39998819E-6,-19.9999996E-3,,Vertical Offset,0,,-300.39998819E-6,79.999998212E-3,
Horizontal Units,s,,-299.99998515E-6,-19.9999996E-3,,Horizontal Units,s,,-299.99998515E-6,79.999998212E-3,
Horizontal Scale,100.0000012E-6,,-299.59998210E-6,-39.99999911E-3,,Horizontal Scale,100.0000012E-6,,-299.59998210E-6,159.99999642E-3,
Pt Fmt,Y,,-299.19997905E-6,-59.999998659E-3,,Pt Fmt,Y,,-299.19997905E-6,0.0,
Yzero,0.0,,-298.79997601E-6,-39.99999911E-3,,Yzero,1.000000,,-298.79997601E-6,79.999998212E-3,
Probe Atten,1.000000,,-298.39997296E-6,-19.9999996E-3,,Probe Atten,1.000000,,-298.39997296E-6,0.0,
,,,-297.99999902E-6,-59.999998659E-3,,,,,-297.99999902E-6,159.99999642E-3,
Note,TDS 1002B - 4:27:51 PM   2/22/2023,,-297.59999597E-6,-39.99999911E-3,,Note,TDS 1002B - 4:27:51 PM   2/22/2023,,-297.59999597E-6,79.999998212E-3,
,,,-297.19999293E-6,-39.99999911E-3,,,,,-297.19999293E-6,79.999998212E-3,
,,,-296.79998988E-6,-39.99999911E-3,,,,,-296.79998988E-6,79.999998212E-3,
,,,-296.39998684E-6,-59.999998659E-3,,,,,-296.39998684E-6,159.99999642E-3,
,,,-295.99998379E-6,-39.99999911E-3,,,,,-295.99998379E-6,0.0,
,,,-295.59998075E-6,-59.999998659E-3,,,,,-295.59998075E-6,159.99999642E-3,
,,,-295.19997770E-6,-19.9999996E-3,,,,,-295.19997770E-6,0.0,
,,,-294.79997465E-6,-39.99999911E-3,,,,,-294.79997465E-6,0.0,
,,,-294.40000071E-6,-19.9999996E-3,,,,,-294.40000071E-6,79.999998212E-3,
,,,-293.99999767E-6,-19.9999996E-3,,,,,-293.99999767E-6,79.999998212E-3,
,,,-293.59999462E-6,-19.9999996E-3,,,,,-293.59999462E-6,159.99999642E-3,
,,,-293.19999157E-6,-19.9999996E-3,,,,,-293.19999157E-6,79.999998212E-3,
,,,-292.79998853E-6,-39.99999911E-3,,,,,-292.79998853E-6,0.0,
,,,-292.39998548E-6,-39.99999911E-3,,,,,-292.39998548E-6,0.0,
,,,-291.99998244E-6,-39.99999911E-3,,,,,-291.99998244E-6,0.0,
,,,-291.59997939E-6,-19.9999996E-3,,,,,-291.59997939E-6,0.0,
,,,-291.19997635E-6,-19.9999996E-3,,,,,-291.19997635E-6,159.99999642E-3,
,,,-290.79997330E-6,-59.999998659E-3,,,,,-290.79997330E-6,0.0,
,,,-290.39999936E-6,-39.99999911E-3,,,,,-290.39999936E-6,79.999998212E-3,
,,,-289.99999631E-6,-59.999998659E-3,,,,,-289.99999631E-6,79.999998212E-3,
,,,-289.59999327E-6,0.0,,,,,-289.59999327E-6,79.999998212E-3,
,,,-289.19999022E-6,-19.9999996E-3,,,,,-289.19999022E-6,79.999998212E-3,
,,,-288.79998717E-6,-19.9999996E-3,,,,,-288.79998717E-6,0.0,
,,,-288.39998413E-6,-39.99999911E-3,,,,,-288.39998413E-6,159.99999642E-3,
,,,-287.99998108E-6,-59.999998659E-3,,,,,-287.99998108E-6,159.99999642E-3,
,,,-287.59997804E-6,-19.9999996E-3,,,,,-287.59997804E-6,79.999998212E-3,
,,,-287.19997499E-6,-19.9999996E-3,,,,,-287.19997499E-6,79.999998212E-3,
,,,-286.79997195E-6,-19.9999996E-3,,,,,-286.79997195E-6,0.0,
,,,-286.39999800E-6,-39.99999911E-3,,,,,-286.39999800E-6,79.999998212E-3,
,,,-285.99999496E-6,0.0,,,,,-285.99999496E-6,0.0,
,,,-285.59999191E-6,-39.99999911E-3,,,,,-285.59999191E-6,79.999998212E-3,
,,,-285.19998887E-6,-39.99999911E-3,,,,,-285.19998887E-6,79.999998212E-3,
,,,-284.79998582E-6,-39.99999911E-3,,,,,-284.79998582E-6,79.999998212E-3,
,,,-284.39998277E-6,-39.99999911E-3,,,,,-284.39998277E-6,0.0,
,,,-283.99997973E-6,-59.999998659E-3,,,,,-283.99997973E-6,0.0,
,,,-283.59997668E-6,-19.9999996E-3,,,,,-283.59997668E-6,79.999998212E-3,
,,,-283.19997364E-6,-39.99999911E-3,,,,,-283.19997364E-6,79.999998212E-3,
,,,-282.79999970E-6,-39.99999911E-3,,,,,-282.79999970E-6,0.0,
,,,-282.39999665E-6,-59.999998659E-3,,,,,-282.39999665E-6,0.0,
,,,-281.99999360E-6,-39.99999911E-3,,,,,-281.99999360E-6,-79.999998212E-3,
,,,-281.59999056E-6,-19.9999996E-3,,,,,-281.59999056E-6,0.0,
,,,-281.19998751E-6,-39.99999911E-3,,,,,-281.19998751E-6,79.999998212E-3,
,,,-280.79998447E-6,-19.9999996E-3,,,,,-280.79998447E-6,159.99999642E-3,
,,,-280.39998142E-6,-19.9999996E-3,,,,,-280.39998142E-6,79.999998212E-3,
,,,-279.99997837E-6,-39.99999911E-3,,,,,-279.99997837E-6,79.999998212E-3,
,,,-279.59997533E-6,-19.9999996E-3,,,,,-279.59997533E-6,0.0,
,,,-279.19997228E-6,-19.9999996E-3,,,,,-279.19997228E-6,79.999998212E-3,
,,,-278.79999834E-6,-19.9999996E-3,,,,,-278.79999834E-6,79.999998212E-3,
,,,-278.39999530E-6,-19.9999996E-3,,,,,-278.39999530E-6,79.999998212E-3,
,,,-277.99999225E-6,-19.9999996E-3,,,,,-277.99999225E-6,159.99999642E-3,
,,,-277.59998920E-6,-19.9999996E-3,,,,,-277.59998920E-6,79.999998212E-3,
,,,-277.19998616E-6,-39.99999911E-3,,,,,-277.19998616E-6,0.0,
,,,-276.79998311E-6,-39.99999911E-3,,,,,-276.79998311E-6,159.99999642E-3,
,,,-276.39998007E-6,-39.99999911E-3,,,,,-276.39998007E-6,159.99999642E-3,
,,,-275.99997702E-6,-39.99999911E-3,,,,,-275.99997702E-6,0.0,
,,,-275.59997397E-6,-19.9999996E-3,,,,,-275.59997397E-6,79.999998212E-3,
,,,-275.20000003E-6,-19.9999996E-3,,,,,-275.20000003E-6,79.999998212E-3,
,,,-274.79999699E-6,-39.99999911E-3,,,,,-274.79999699E-6,79.999998212E-3,
,,,-274.39999394E-6,-39.99999911E-3,,,,,-274.39999394E-6,79.999998212E-3,
,,,-273.99999090E-6,-39.99999911E-3,,,,,-273.99999090E-6,79.999998212E-3,
,,,-273.59998785E-6,-19.9999996E-3,,,,,-273.59998785E-6,159.99999642E-3,
,,,-273.19998480E-6,-39.99999911E-3,,,,,-273.19998480E-6,79.999998212E-3,
,,,-272.79998176E-6,-19.9999996E-3,,,,,-272.79998176E-6,0.0,
,,,-272.39997871E-6,-39.99999911E-3,,,,,-272.39997871E-6,0.0,
,,,-271.99997567E-6,-39.99999911E-3,,,,,-271.99997567E-6,0.0,
,,,-271.59997262E-6,-19.9999996E-3,,,,,-271.59997262E-6,79.999998212E-3,
,,,-271.19999868E-6,-39.99999911E-3,,,,,-271.19999868E-6,0.0,
,,,-270.79999563E-6,-39.99999911E-3,,,,,-270.79999563E-6,0.0,
,,,-270.39999259E-6,-39.99999911E-3,,,,,-270.39999259E-6,79.999998212E-3,
,,,-269.99998954E-6,-59.999998659E-3,,,,,-269.99998954E-6,79.999998212E-3,
,,,-269.59998650E-6,-39.99999911E-3,,,,,-269.59998650E-6,-79.999998212E-3,
,,,-269.19998345E-6,-39.99999911E-3,,,,,-269.19998345E-6,79.999998212E-3,
,,,-268.79998040E-6,-39.99999911E-3,,,,,-268.79998040E-6,0.0,
,,,-268.39997736E-6,-59.999998659E-3,,,,,-268.39997736E-6,79.999998212E-3,
,,,-267.99997431E-6,-39.99999911E-3,,,,,-267.99997431E-6,79.999998212E-3,
,,,-267.60000037E-6,-39.99999911E-3,,,,,-267.60000037E-6,159.99999642E-3,
,,,-267.19999732E-6,-39.99999911E-3,,,,,-267.19999732E-6,0.0,
,,,-266.79999428E-6,-39.99999911E-3,,,,,-266.79999428E-6,79.999998212E-3,
,,,-266.39999123E-6,-39.99999911E-3,,,,,-266.39999123E-6,159.99999642E-3,
,,,-265.99998819E-6,-19.9999996E-3,,,,,-265.99998819E-6,0.0,
,,,-265.59998514E-6,-39.99999911E-3,,,,,-265.59998514E-6,79.999998212E-3,
,,,-265.19998210E-6,-39.99999911E-3,,,,,-265.19998210E-6,0.0,
,,,-264.79997905E-6,-39.99999911E-3,,,,,-264.79997905E-6,0.0,
,,,-264.39997600E-6,-59.999998659E-3,,,,,-264.39997600E-6,0.0,
,,,-263.99997296E-6,-39.99999911E-3,,,,,-263.99997296E-6,79.999998212E-3,
,,,-263.59999902E-6,-39.99999911E-3,,,,,-263.59999902E-6,79.999998212E-3,
,,,-263.19999597E-6,-39.99999911E-3,,,,,-263.19999597E-6,239.99999464E-3,
,,,-262.79999292E-6,0.0,,,,,-262.79999292E-6,159.99999642E-3,
